system:index,albedo,date,.geo
285,18.5390625,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,0.0,2009-01-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
289,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
290,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
291,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
293,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
294,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
295,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,6.025390625,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
298,96.0625,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
299,223.375,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,359.875,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,513.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
302,643.25,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,748.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
304,765.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,704.5,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,573.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
307,384.5,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,180.875,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,26.015625,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,0.0,2009-01-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,5.38671875,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,96.59375,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,267.375,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,451.625,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,598.75,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,703.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,746.75,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,756.25,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,675.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,510.125,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,324.5,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,131.0625,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,16.75,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,0.0,2009-01-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,0.0,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,1.92041015625,2009-01-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
